{Anser_sphenocercus, Eublepharis_aegagrus} {Apus_zonata, Podoces_alpestris}
{Balaenoptera_dives, Lepidobatrachus_salei} {Apus_zonata, Ethmostigmus_platycephala}
{Balaenoptera_dives, Lepidobatrachus_salei} {Apus_zonata, Eublepharis_aegagrus}
{Balaenoptera_dives, Lepidobatrachus_salei} {Apus_zonata, Iomachus_teniotis}
{Balaenoptera_dives, Lepidobatrachus_salei} {Apus_zonata, Liasis_homeana}
{Balaenoptera_dives, Lepidobatrachus_salei} {Apus_zonata, Numenius_aceras}
{Balaenoptera_dives, Lepidobatrachus_salei} {Apus_zonata, Podoces_alpestris}
{Balaenoptera_dives, Lepidobatrachus_salei} {Apus_zonata, Pratincola_vulgaris}
{Balaenoptera_dives, Lepidobatrachus_salei} {Apus_zonata, Procellaria_rubicola}
{Balaenoptera_dives, Lepidobatrachus_salei} {Apus_zonata, Sorex_unicolor}
{Balaenoptera_dives, Lepidobatrachus_salei} {Apus_zonata, Sterna_bewickii}
{Balaenoptera_dives, Lepidobatrachus_salei} {Apus_zonata, Trachemys_tatarica}
{Balaenoptera_dives, Lepidobatrachus_salei} {Ethmostigmus_platycephala, Eublepharis_aegagrus}
{Balaenoptera_dives, Lepidobatrachus_salei} {Ethmostigmus_platycephala, Iomachus_teniotis}
{Balaenoptera_dives, Lepidobatrachus_salei} {Ethmostigmus_platycephala, Liasis_homeana}
{Balaenoptera_dives, Lepidobatrachus_salei} {Ethmostigmus_platycephala, Numenius_aceras}
{Balaenoptera_dives, Lepidobatrachus_salei} {Ethmostigmus_platycephala, Podoces_alpestris}
{Balaenoptera_dives, Lepidobatrachus_salei} {Ethmostigmus_platycephala, Pratincola_vulgaris}
{Balaenoptera_dives, Lepidobatrachus_salei} {Ethmostigmus_platycephala, Procellaria_rubicola}
{Balaenoptera_dives, Lepidobatrachus_salei} {Ethmostigmus_platycephala, Sorex_unicolor}
{Balaenoptera_dives, Lepidobatrachus_salei} {Ethmostigmus_platycephala, Sterna_bewickii}
{Balaenoptera_dives, Lepidobatrachus_salei} {Ethmostigmus_platycephala, Trachemys_tatarica}
{Balaenoptera_dives, Lepidobatrachus_salei} {Eublepharis_aegagrus, Iomachus_teniotis}
{Balaenoptera_dives, Lepidobatrachus_salei} {Eublepharis_aegagrus, Liasis_homeana}
{Balaenoptera_dives, Lepidobatrachus_salei} {Eublepharis_aegagrus, Numenius_aceras}
{Balaenoptera_dives, Lepidobatrachus_salei} {Eublepharis_aegagrus, Podoces_alpestris}
{Balaenoptera_dives, Lepidobatrachus_salei} {Eublepharis_aegagrus, Pratincola_vulgaris}
{Balaenoptera_dives, Lepidobatrachus_salei} {Eublepharis_aegagrus, Procellaria_rubicola}
{Balaenoptera_dives, Lepidobatrachus_salei} {Eublepharis_aegagrus, Sorex_unicolor}
{Balaenoptera_dives, Lepidobatrachus_salei} {Eublepharis_aegagrus, Sterna_bewickii}
{Balaenoptera_dives, Lepidobatrachus_salei} {Eublepharis_aegagrus, Trachemys_tatarica}
{Balaenoptera_dives, Lepidobatrachus_salei} {Iomachus_teniotis, Liasis_homeana}
{Balaenoptera_dives, Lepidobatrachus_salei} {Iomachus_teniotis, Numenius_aceras}
{Balaenoptera_dives, Lepidobatrachus_salei} {Iomachus_teniotis, Podoces_alpestris}
{Balaenoptera_dives, Lepidobatrachus_salei} {Iomachus_teniotis, Pratincola_vulgaris}
{Balaenoptera_dives, Lepidobatrachus_salei} {Iomachus_teniotis, Procellaria_rubicola}
{Balaenoptera_dives, Lepidobatrachus_salei} {Iomachus_teniotis, Sorex_unicolor}
{Balaenoptera_dives, Lepidobatrachus_salei} {Iomachus_teniotis, Sterna_bewickii}
{Balaenoptera_dives, Lepidobatrachus_salei} {Iomachus_teniotis, Trachemys_tatarica}
{Balaenoptera_dives, Lepidobatrachus_salei} {Liasis_homeana, Numenius_aceras}
{Balaenoptera_dives, Lepidobatrachus_salei} {Liasis_homeana, Podoces_alpestris}
{Balaenoptera_dives, Lepidobatrachus_salei} {Liasis_homeana, Pratincola_vulgaris}
{Balaenoptera_dives, Lepidobatrachus_salei} {Liasis_homeana, Procellaria_rubicola}
{Balaenoptera_dives, Lepidobatrachus_salei} {Liasis_homeana, Sorex_unicolor}
{Balaenoptera_dives, Lepidobatrachus_salei} {Liasis_homeana, Sterna_bewickii}
{Balaenoptera_dives, Lepidobatrachus_salei} {Liasis_homeana, Trachemys_tatarica}
{Balaenoptera_dives, Lepidobatrachus_salei} {Numenius_aceras, Podoces_alpestris}
{Balaenoptera_dives, Lepidobatrachus_salei} {Numenius_aceras, Pratincola_vulgaris}
{Balaenoptera_dives, Lepidobatrachus_salei} {Numenius_aceras, Procellaria_rubicola}
{Balaenoptera_dives, Lepidobatrachus_salei} {Numenius_aceras, Sorex_unicolor}
{Balaenoptera_dives, Lepidobatrachus_salei} {Numenius_aceras, Sterna_bewickii}
{Balaenoptera_dives, Lepidobatrachus_salei} {Numenius_aceras, Trachemys_tatarica}
{Balaenoptera_dives, Lepidobatrachus_salei} {Podoces_alpestris, Pratincola_vulgaris}
{Balaenoptera_dives, Lepidobatrachus_salei} {Podoces_alpestris, Procellaria_rubicola}
{Balaenoptera_dives, Lepidobatrachus_salei} {Podoces_alpestris, Sorex_unicolor}
{Balaenoptera_dives, Lepidobatrachus_salei} {Podoces_alpestris, Sterna_bewickii}
{Balaenoptera_dives, Lepidobatrachus_salei} {Podoces_alpestris, Trachemys_tatarica}
{Balaenoptera_dives, Lepidobatrachus_salei} {Pratincola_vulgaris, Procellaria_rubicola}
{Balaenoptera_dives, Lepidobatrachus_salei} {Pratincola_vulgaris, Sorex_unicolor}
{Balaenoptera_dives, Lepidobatrachus_salei} {Pratincola_vulgaris, Sterna_bewickii}
{Balaenoptera_dives, Lepidobatrachus_salei} {Pratincola_vulgaris, Trachemys_tatarica}
{Balaenoptera_dives, Lepidobatrachus_salei} {Procellaria_rubicola, Sorex_unicolor}
{Balaenoptera_dives, Lepidobatrachus_salei} {Procellaria_rubicola, Sterna_bewickii}
{Balaenoptera_dives, Lepidobatrachus_salei} {Procellaria_rubicola, Trachemys_tatarica}
{Balaenoptera_dives, Lepidobatrachus_salei} {Sorex_unicolor, Sterna_bewickii}
{Balaenoptera_dives, Lepidobatrachus_salei} {Sorex_unicolor, Trachemys_tatarica}
{Balaenoptera_dives, Lepidobatrachus_salei} {Sterna_bewickii, Trachemys_tatarica}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Anser_sphenocercus, Apus_zonata}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Anser_sphenocercus, Boa_altaicus}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Anser_sphenocercus, Liasis_homeana}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Anser_sphenocercus, Limnodromus_smithi}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Anser_sphenocercus, Podoces_alpestris}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Anser_sphenocercus, Sterna_bewickii}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Apus_zonata, Boa_altaicus}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Apus_zonata, Ethmostigmus_platycephala}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Apus_zonata, Liasis_homeana}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Apus_zonata, Limnodromus_smithi}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Apus_zonata, Podoces_alpestris}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Apus_zonata, Sterna_bewickii}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Boa_altaicus, Ethmostigmus_platycephala}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Boa_altaicus, Liasis_homeana}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Boa_altaicus, Limnodromus_smithi}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Boa_altaicus, Podoces_alpestris}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Boa_altaicus, Sterna_bewickii}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Ethmostigmus_platycephala, Liasis_homeana}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Ethmostigmus_platycephala, Limnodromus_smithi}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Ethmostigmus_platycephala, Podoces_alpestris}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Ethmostigmus_platycephala, Sterna_bewickii}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Liasis_homeana, Limnodromus_smithi}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Liasis_homeana, Podoces_alpestris}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Liasis_homeana, Sterna_bewickii}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Limnodromus_smithi, Podoces_alpestris}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Limnodromus_smithi, Sterna_bewickii}
{Eublepharis_aegagrus, Procellaria_pyromelana} {Podoces_alpestris, Sterna_bewickii}
{Eublepharis_aegagrus, Sorex_unicolor} {Anser_sphenocercus, Apus_zonata}
{Eublepharis_aegagrus, Sorex_unicolor} {Anser_sphenocercus, Boa_altaicus}
{Eublepharis_aegagrus, Sorex_unicolor} {Anser_sphenocercus, Ethmostigmus_platycephala}
{Eublepharis_aegagrus, Sorex_unicolor} {Anser_sphenocercus, Liasis_homeana}
{Eublepharis_aegagrus, Sorex_unicolor} {Anser_sphenocercus, Limnodromus_smithi}
{Eublepharis_aegagrus, Sorex_unicolor} {Anser_sphenocercus, Podoces_alpestris}
{Eublepharis_aegagrus, Sorex_unicolor} {Anser_sphenocercus, Sterna_bewickii}
{Eublepharis_aegagrus, Sorex_unicolor} {Apus_zonata, Boa_altaicus}
{Eublepharis_aegagrus, Sorex_unicolor} {Apus_zonata, Ethmostigmus_platycephala}
{Eublepharis_aegagrus, Sorex_unicolor} {Apus_zonata, Liasis_homeana}
{Eublepharis_aegagrus, Sorex_unicolor} {Apus_zonata, Limnodromus_smithi}
{Eublepharis_aegagrus, Sorex_unicolor} {Apus_zonata, Podoces_alpestris}
{Eublepharis_aegagrus, Sorex_unicolor} {Apus_zonata, Sterna_bewickii}
{Eublepharis_aegagrus, Sorex_unicolor} {Boa_altaicus, Ethmostigmus_platycephala}
{Eublepharis_aegagrus, Sorex_unicolor} {Boa_altaicus, Liasis_homeana}
{Eublepharis_aegagrus, Sorex_unicolor} {Boa_altaicus, Limnodromus_smithi}
{Eublepharis_aegagrus, Sorex_unicolor} {Boa_altaicus, Podoces_alpestris}
{Eublepharis_aegagrus, Sorex_unicolor} {Boa_altaicus, Sterna_bewickii}
{Eublepharis_aegagrus, Sorex_unicolor} {Ethmostigmus_platycephala, Liasis_homeana}
{Eublepharis_aegagrus, Sorex_unicolor} {Ethmostigmus_platycephala, Limnodromus_smithi}
{Eublepharis_aegagrus, Sorex_unicolor} {Ethmostigmus_platycephala, Podoces_alpestris}
{Eublepharis_aegagrus, Sorex_unicolor} {Ethmostigmus_platycephala, Sterna_bewickii}
{Eublepharis_aegagrus, Sorex_unicolor} {Liasis_homeana, Limnodromus_smithi}
{Eublepharis_aegagrus, Sorex_unicolor} {Liasis_homeana, Podoces_alpestris}
{Eublepharis_aegagrus, Sorex_unicolor} {Liasis_homeana, Sterna_bewickii}
{Eublepharis_aegagrus, Sorex_unicolor} {Limnodromus_smithi, Podoces_alpestris}
{Eublepharis_aegagrus, Sorex_unicolor} {Limnodromus_smithi, Sterna_bewickii}
{Eublepharis_aegagrus, Sorex_unicolor} {Podoces_alpestris, Sterna_bewickii}
{Eublepharis_aegagrus, Trachemys_tatarica} {Anser_sphenocercus, Apus_zonata}
{Eublepharis_aegagrus, Trachemys_tatarica} {Anser_sphenocercus, Boa_altaicus}
{Eublepharis_aegagrus, Trachemys_tatarica} {Anser_sphenocercus, Liasis_homeana}
{Eublepharis_aegagrus, Trachemys_tatarica} {Anser_sphenocercus, Limnodromus_smithi}
{Eublepharis_aegagrus, Trachemys_tatarica} {Anser_sphenocercus, Podoces_alpestris}
{Eublepharis_aegagrus, Trachemys_tatarica} {Anser_sphenocercus, Sterna_bewickii}
{Eublepharis_aegagrus, Trachemys_tatarica} {Apus_zonata, Boa_altaicus}
{Eublepharis_aegagrus, Trachemys_tatarica} {Apus_zonata, Ethmostigmus_platycephala}
{Eublepharis_aegagrus, Trachemys_tatarica} {Apus_zonata, Liasis_homeana}
{Eublepharis_aegagrus, Trachemys_tatarica} {Apus_zonata, Limnodromus_smithi}
{Eublepharis_aegagrus, Trachemys_tatarica} {Apus_zonata, Podoces_alpestris}
{Eublepharis_aegagrus, Trachemys_tatarica} {Apus_zonata, Sterna_bewickii}
{Eublepharis_aegagrus, Trachemys_tatarica} {Boa_altaicus, Ethmostigmus_platycephala}
{Eublepharis_aegagrus, Trachemys_tatarica} {Boa_altaicus, Liasis_homeana}
{Eublepharis_aegagrus, Trachemys_tatarica} {Boa_altaicus, Limnodromus_smithi}
{Eublepharis_aegagrus, Trachemys_tatarica} {Boa_altaicus, Podoces_alpestris}
{Eublepharis_aegagrus, Trachemys_tatarica} {Boa_altaicus, Sterna_bewickii}
{Eublepharis_aegagrus, Trachemys_tatarica} {Ethmostigmus_platycephala, Liasis_homeana}
{Eublepharis_aegagrus, Trachemys_tatarica} {Ethmostigmus_platycephala, Limnodromus_smithi}
{Eublepharis_aegagrus, Trachemys_tatarica} {Ethmostigmus_platycephala, Podoces_alpestris}
{Eublepharis_aegagrus, Trachemys_tatarica} {Ethmostigmus_platycephala, Sterna_bewickii}
{Eublepharis_aegagrus, Trachemys_tatarica} {Liasis_homeana, Limnodromus_smithi}
{Eublepharis_aegagrus, Trachemys_tatarica} {Liasis_homeana, Podoces_alpestris}
{Eublepharis_aegagrus, Trachemys_tatarica} {Liasis_homeana, Sterna_bewickii}
{Eublepharis_aegagrus, Trachemys_tatarica} {Limnodromus_smithi, Podoces_alpestris}
{Eublepharis_aegagrus, Trachemys_tatarica} {Limnodromus_smithi, Sterna_bewickii}
{Eublepharis_aegagrus, Trachemys_tatarica} {Podoces_alpestris, Sterna_bewickii}
{Procellaria_pyromelana, Sorex_unicolor} {Anser_sphenocercus, Apus_zonata}
{Procellaria_pyromelana, Sorex_unicolor} {Anser_sphenocercus, Boa_altaicus}
{Procellaria_pyromelana, Sorex_unicolor} {Anser_sphenocercus, Ethmostigmus_platycephala}
{Procellaria_pyromelana, Sorex_unicolor} {Anser_sphenocercus, Liasis_homeana}
{Procellaria_pyromelana, Sorex_unicolor} {Anser_sphenocercus, Limnodromus_smithi}
{Procellaria_pyromelana, Sorex_unicolor} {Anser_sphenocercus, Podoces_alpestris}
{Procellaria_pyromelana, Sorex_unicolor} {Anser_sphenocercus, Sterna_bewickii}
{Procellaria_pyromelana, Sorex_unicolor} {Apus_zonata, Boa_altaicus}
{Procellaria_pyromelana, Sorex_unicolor} {Apus_zonata, Ethmostigmus_platycephala}
{Procellaria_pyromelana, Sorex_unicolor} {Apus_zonata, Liasis_homeana}
{Procellaria_pyromelana, Sorex_unicolor} {Apus_zonata, Limnodromus_smithi}
{Procellaria_pyromelana, Sorex_unicolor} {Apus_zonata, Podoces_alpestris}
{Procellaria_pyromelana, Sorex_unicolor} {Apus_zonata, Sterna_bewickii}
{Procellaria_pyromelana, Sorex_unicolor} {Boa_altaicus, Ethmostigmus_platycephala}
{Procellaria_pyromelana, Sorex_unicolor} {Boa_altaicus, Liasis_homeana}
{Procellaria_pyromelana, Sorex_unicolor} {Boa_altaicus, Limnodromus_smithi}
{Procellaria_pyromelana, Sorex_unicolor} {Boa_altaicus, Podoces_alpestris}
{Procellaria_pyromelana, Sorex_unicolor} {Boa_altaicus, Sterna_bewickii}
{Procellaria_pyromelana, Sorex_unicolor} {Ethmostigmus_platycephala, Liasis_homeana}
{Procellaria_pyromelana, Sorex_unicolor} {Ethmostigmus_platycephala, Limnodromus_smithi}
{Procellaria_pyromelana, Sorex_unicolor} {Ethmostigmus_platycephala, Podoces_alpestris}
{Procellaria_pyromelana, Sorex_unicolor} {Ethmostigmus_platycephala, Sterna_bewickii}
{Procellaria_pyromelana, Sorex_unicolor} {Liasis_homeana, Limnodromus_smithi}
{Procellaria_pyromelana, Sorex_unicolor} {Liasis_homeana, Podoces_alpestris}
{Procellaria_pyromelana, Sorex_unicolor} {Liasis_homeana, Sterna_bewickii}
{Procellaria_pyromelana, Sorex_unicolor} {Limnodromus_smithi, Podoces_alpestris}
{Procellaria_pyromelana, Sorex_unicolor} {Limnodromus_smithi, Sterna_bewickii}
{Procellaria_pyromelana, Sorex_unicolor} {Podoces_alpestris, Sterna_bewickii}
{Procellaria_pyromelana, Trachemys_tatarica} {Anser_sphenocercus, Apus_zonata}
{Procellaria_pyromelana, Trachemys_tatarica} {Anser_sphenocercus, Boa_altaicus}
{Procellaria_pyromelana, Trachemys_tatarica} {Anser_sphenocercus, Liasis_homeana}
{Procellaria_pyromelana, Trachemys_tatarica} {Anser_sphenocercus, Limnodromus_smithi}
{Procellaria_pyromelana, Trachemys_tatarica} {Anser_sphenocercus, Podoces_alpestris}
{Procellaria_pyromelana, Trachemys_tatarica} {Anser_sphenocercus, Sterna_bewickii}
{Procellaria_pyromelana, Trachemys_tatarica} {Apus_zonata, Boa_altaicus}
{Procellaria_pyromelana, Trachemys_tatarica} {Apus_zonata, Ethmostigmus_platycephala}
{Procellaria_pyromelana, Trachemys_tatarica} {Apus_zonata, Liasis_homeana}
{Procellaria_pyromelana, Trachemys_tatarica} {Apus_zonata, Limnodromus_smithi}
{Procellaria_pyromelana, Trachemys_tatarica} {Apus_zonata, Podoces_alpestris}
{Procellaria_pyromelana, Trachemys_tatarica} {Apus_zonata, Sterna_bewickii}
{Procellaria_pyromelana, Trachemys_tatarica} {Boa_altaicus, Ethmostigmus_platycephala}
{Procellaria_pyromelana, Trachemys_tatarica} {Boa_altaicus, Liasis_homeana}
{Procellaria_pyromelana, Trachemys_tatarica} {Boa_altaicus, Limnodromus_smithi}
{Procellaria_pyromelana, Trachemys_tatarica} {Boa_altaicus, Podoces_alpestris}
{Procellaria_pyromelana, Trachemys_tatarica} {Boa_altaicus, Sterna_bewickii}
{Procellaria_pyromelana, Trachemys_tatarica} {Ethmostigmus_platycephala, Liasis_homeana}
{Procellaria_pyromelana, Trachemys_tatarica} {Ethmostigmus_platycephala, Limnodromus_smithi}
{Procellaria_pyromelana, Trachemys_tatarica} {Ethmostigmus_platycephala, Podoces_alpestris}
{Procellaria_pyromelana, Trachemys_tatarica} {Ethmostigmus_platycephala, Sterna_bewickii}
{Procellaria_pyromelana, Trachemys_tatarica} {Liasis_homeana, Limnodromus_smithi}
{Procellaria_pyromelana, Trachemys_tatarica} {Liasis_homeana, Podoces_alpestris}
{Procellaria_pyromelana, Trachemys_tatarica} {Liasis_homeana, Sterna_bewickii}
{Procellaria_pyromelana, Trachemys_tatarica} {Limnodromus_smithi, Podoces_alpestris}
{Procellaria_pyromelana, Trachemys_tatarica} {Limnodromus_smithi, Sterna_bewickii}
{Procellaria_pyromelana, Trachemys_tatarica} {Podoces_alpestris, Sterna_bewickii}
{Sorex_unicolor, Trachemys_tatarica} {Anser_sphenocercus, Apus_zonata}
{Sorex_unicolor, Trachemys_tatarica} {Anser_sphenocercus, Boa_altaicus}
{Sorex_unicolor, Trachemys_tatarica} {Anser_sphenocercus, Ethmostigmus_platycephala}
{Sorex_unicolor, Trachemys_tatarica} {Anser_sphenocercus, Liasis_homeana}
{Sorex_unicolor, Trachemys_tatarica} {Anser_sphenocercus, Limnodromus_smithi}
{Sorex_unicolor, Trachemys_tatarica} {Anser_sphenocercus, Podoces_alpestris}
{Sorex_unicolor, Trachemys_tatarica} {Anser_sphenocercus, Sterna_bewickii}
{Sorex_unicolor, Trachemys_tatarica} {Apus_zonata, Boa_altaicus}
{Sorex_unicolor, Trachemys_tatarica} {Apus_zonata, Ethmostigmus_platycephala}
{Sorex_unicolor, Trachemys_tatarica} {Apus_zonata, Liasis_homeana}
{Sorex_unicolor, Trachemys_tatarica} {Apus_zonata, Limnodromus_smithi}
{Sorex_unicolor, Trachemys_tatarica} {Apus_zonata, Podoces_alpestris}
{Sorex_unicolor, Trachemys_tatarica} {Apus_zonata, Sterna_bewickii}
{Sorex_unicolor, Trachemys_tatarica} {Boa_altaicus, Ethmostigmus_platycephala}
{Sorex_unicolor, Trachemys_tatarica} {Boa_altaicus, Liasis_homeana}
{Sorex_unicolor, Trachemys_tatarica} {Boa_altaicus, Limnodromus_smithi}
{Sorex_unicolor, Trachemys_tatarica} {Boa_altaicus, Podoces_alpestris}
{Sorex_unicolor, Trachemys_tatarica} {Boa_altaicus, Sterna_bewickii}
{Sorex_unicolor, Trachemys_tatarica} {Ethmostigmus_platycephala, Liasis_homeana}
{Sorex_unicolor, Trachemys_tatarica} {Ethmostigmus_platycephala, Limnodromus_smithi}
{Sorex_unicolor, Trachemys_tatarica} {Ethmostigmus_platycephala, Podoces_alpestris}
{Sorex_unicolor, Trachemys_tatarica} {Ethmostigmus_platycephala, Sterna_bewickii}
{Sorex_unicolor, Trachemys_tatarica} {Liasis_homeana, Limnodromus_smithi}
{Sorex_unicolor, Trachemys_tatarica} {Liasis_homeana, Podoces_alpestris}
{Sorex_unicolor, Trachemys_tatarica} {Liasis_homeana, Sterna_bewickii}
{Sorex_unicolor, Trachemys_tatarica} {Limnodromus_smithi, Podoces_alpestris}
{Sorex_unicolor, Trachemys_tatarica} {Limnodromus_smithi, Sterna_bewickii}
{Sorex_unicolor, Trachemys_tatarica} {Podoces_alpestris, Sterna_bewickii}
{Anser_sphenocercus, Eublepharis_aegagrus} {Alpes_lavaretus, Apus_zonata}
{Anser_sphenocercus, Eublepharis_aegagrus} {Alpes_lavaretus, Limnodromus_smithi}
{Anser_sphenocercus, Eublepharis_aegagrus} {Apus_zonata, Limnodromus_smithi}
{Anser_sphenocercus, Iomachus_teniotis} {Alpes_lavaretus, Apus_zonata}
{Anser_sphenocercus, Iomachus_teniotis} {Alpes_lavaretus, Limnodromus_smithi}
{Anser_sphenocercus, Iomachus_teniotis} {Apus_zonata, Limnodromus_smithi}
{Anser_sphenocercus, Liasis_homeana} {Alpes_lavaretus, Apus_zonata}
{Anser_sphenocercus, Liasis_homeana} {Alpes_lavaretus, Limnodromus_smithi}
{Anser_sphenocercus, Liasis_homeana} {Apus_zonata, Limnodromus_smithi}
{Anser_sphenocercus, Pratincola_vulgaris} {Alpes_lavaretus, Apus_zonata}
{Anser_sphenocercus, Pratincola_vulgaris} {Alpes_lavaretus, Limnodromus_smithi}
{Anser_sphenocercus, Pratincola_vulgaris} {Apus_zonata, Limnodromus_smithi}
{Anser_sphenocercus, Sorex_unicolor} {Alpes_lavaretus, Apus_zonata}
{Anser_sphenocercus, Sorex_unicolor} {Alpes_lavaretus, Limnodromus_smithi}
{Anser_sphenocercus, Sorex_unicolor} {Apus_zonata, Limnodromus_smithi}
{Ethmostigmus_platycephala, Eublepharis_aegagrus} {Alpes_lavaretus, Apus_zonata}
{Ethmostigmus_platycephala, Eublepharis_aegagrus} {Alpes_lavaretus, Limnodromus_smithi}
{Ethmostigmus_platycephala, Eublepharis_aegagrus} {Apus_zonata, Limnodromus_smithi}
{Ethmostigmus_platycephala, Iomachus_teniotis} {Alpes_lavaretus, Apus_zonata}
{Ethmostigmus_platycephala, Iomachus_teniotis} {Alpes_lavaretus, Limnodromus_smithi}
{Ethmostigmus_platycephala, Iomachus_teniotis} {Apus_zonata, Limnodromus_smithi}
{Ethmostigmus_platycephala, Liasis_homeana} {Alpes_lavaretus, Apus_zonata}
{Ethmostigmus_platycephala, Liasis_homeana} {Alpes_lavaretus, Limnodromus_smithi}
{Ethmostigmus_platycephala, Liasis_homeana} {Apus_zonata, Limnodromus_smithi}
{Ethmostigmus_platycephala, Pratincola_vulgaris} {Alpes_lavaretus, Apus_zonata}
{Ethmostigmus_platycephala, Pratincola_vulgaris} {Alpes_lavaretus, Limnodromus_smithi}
{Ethmostigmus_platycephala, Pratincola_vulgaris} {Apus_zonata, Limnodromus_smithi}
{Ethmostigmus_platycephala, Sorex_unicolor} {Alpes_lavaretus, Apus_zonata}
{Ethmostigmus_platycephala, Sorex_unicolor} {Alpes_lavaretus, Limnodromus_smithi}
{Ethmostigmus_platycephala, Sorex_unicolor} {Apus_zonata, Limnodromus_smithi}
{Eublepharis_aegagrus, Iomachus_teniotis} {Alpes_lavaretus, Apus_zonata}
{Eublepharis_aegagrus, Iomachus_teniotis} {Alpes_lavaretus, Limnodromus_smithi}
{Eublepharis_aegagrus, Iomachus_teniotis} {Apus_zonata, Limnodromus_smithi}
{Eublepharis_aegagrus, Liasis_homeana} {Alpes_lavaretus, Apus_zonata}
{Eublepharis_aegagrus, Liasis_homeana} {Alpes_lavaretus, Limnodromus_smithi}
{Eublepharis_aegagrus, Liasis_homeana} {Apus_zonata, Limnodromus_smithi}
{Eublepharis_aegagrus, Pratincola_vulgaris} {Alpes_lavaretus, Apus_zonata}
{Eublepharis_aegagrus, Pratincola_vulgaris} {Alpes_lavaretus, Limnodromus_smithi}
{Eublepharis_aegagrus, Pratincola_vulgaris} {Apus_zonata, Limnodromus_smithi}
{Eublepharis_aegagrus, Sorex_unicolor} {Alpes_lavaretus, Apus_zonata}
{Eublepharis_aegagrus, Sorex_unicolor} {Alpes_lavaretus, Limnodromus_smithi}
{Iomachus_teniotis, Liasis_homeana} {Alpes_lavaretus, Apus_zonata}
{Iomachus_teniotis, Liasis_homeana} {Alpes_lavaretus, Limnodromus_smithi}
{Iomachus_teniotis, Liasis_homeana} {Apus_zonata, Limnodromus_smithi}
{Iomachus_teniotis, Pratincola_vulgaris} {Alpes_lavaretus, Apus_zonata}
{Iomachus_teniotis, Pratincola_vulgaris} {Alpes_lavaretus, Limnodromus_smithi}
{Iomachus_teniotis, Pratincola_vulgaris} {Apus_zonata, Limnodromus_smithi}
{Iomachus_teniotis, Sorex_unicolor} {Alpes_lavaretus, Apus_zonata}
{Iomachus_teniotis, Sorex_unicolor} {Alpes_lavaretus, Limnodromus_smithi}
{Iomachus_teniotis, Sorex_unicolor} {Apus_zonata, Limnodromus_smithi}
{Liasis_homeana, Pratincola_vulgaris} {Alpes_lavaretus, Apus_zonata}
{Liasis_homeana, Pratincola_vulgaris} {Alpes_lavaretus, Limnodromus_smithi}
{Liasis_homeana, Pratincola_vulgaris} {Apus_zonata, Limnodromus_smithi}
{Liasis_homeana, Sorex_unicolor} {Alpes_lavaretus, Apus_zonata}
{Liasis_homeana, Sorex_unicolor} {Alpes_lavaretus, Limnodromus_smithi}
{Liasis_homeana, Sorex_unicolor} {Apus_zonata, Limnodromus_smithi}
{Pratincola_vulgaris, Sorex_unicolor} {Alpes_lavaretus, Apus_zonata}
{Pratincola_vulgaris, Sorex_unicolor} {Alpes_lavaretus, Limnodromus_smithi}
{Pratincola_vulgaris, Sorex_unicolor} {Apus_zonata, Limnodromus_smithi}
{Alpes_lavaretus, Anser_sphenocercus} {Pratincola_vulgaris, Procellaria_pyromelana}
{Alpes_lavaretus, Anser_sphenocercus} {Pratincola_vulgaris, Procellaria_rubicola}
{Alpes_lavaretus, Anser_sphenocercus} {Procellaria_pyromelana, Procellaria_rubicola}
{Alpes_lavaretus, Balaenoptera_dives} {Pratincola_vulgaris, Procellaria_pyromelana}
{Alpes_lavaretus, Balaenoptera_dives} {Pratincola_vulgaris, Procellaria_rubicola}
{Alpes_lavaretus, Balaenoptera_dives} {Procellaria_pyromelana, Procellaria_rubicola}
{Alpes_lavaretus, Cygnus_torquatus} {Pratincola_vulgaris, Procellaria_pyromelana}
{Alpes_lavaretus, Cygnus_torquatus} {Pratincola_vulgaris, Procellaria_rubicola}
